SPEAKER_8-1|කියවලා බලලා අමතක නොකර ට්‍රයි කරන්න, පිරිමියෙකු කාන්තාවකගෙන් බලාපොරොත්තු වන නමුත්, කිසිදා ඇයට නොපවසන ඔබ දැනගත|kiyavalā balalā amataka nokara ṭrayi karanna, pirimiyeku kāntāvakagen balāporottu vana namut kisidā æyaṭa nopavasana oba dænagata
SPEAKER_8-85|අනුරාධපුරය, මාතලේ ,කුරුණෑගල දිස්ත්‍රික් තුනට මායිම්ව පිහිටි, අතිවිශාල පල්ලෙකැලේ රක්ෂිතයේ, දැව ජාවාරමක් කොටු කර ගනී. |anurādhapuraya, mātalē ,kuruṇǣgala distrik tunaṭa māyimva pihiṭi ativiśāla pallekælē rakşitayē dæva jāvāramak koṭu kara ganī.
SPEAKER_8-86|එදා ස්ටැන්ලින් වැනි කොමියුනිස්ට් නායකයොත් හිට්ලර්ට විරුද්ධව යුද්ධ කළා පමණක් නොවෙයි, ඔවුන් එහි දී ඔවුන්ට|edā sṭænlin væni komiyunisṭ nāyakayot hiṭlarṭa viruddhava yuddha kaḷā pamaṇak noveyi, ovun ehi dī ovunṭa
SPEAKER_8-87|පුරාවිද්‍යාඥයෝ එදා කීවේ එහි ඇති අස්ථි කැබලි ඇතුළත් බඳුන් මත, යේසු පවුලේ අයගේ නම් කොටා ඇති|purāvidyāgnayō edā kīvē ehi æti asthi kæbali ætuḷat baṉdun mata yēsu pavulē ayagē nam koṭā æti
SPEAKER_8-88|ඇමති සංඛ්‍යාව අඩු කරනවා කියමින්, දෙදහස් පහළොව ජනාධිපතිවරණය සහ, දෙදහස් පහළොව අගෝස්තු පාර්ලිමේන්තු මැතිවරණ ජයගත්තද, ජනතාවට දුන් පොරොන්දු|æmati saṁkhyāva aḍu karanavā kiyamin dedahas pahaḷova janādhipativaraṇaya saha dedahas pahaḷova agōstu pārlimēntu mætivaraṇa jayagattada janatāvaṭa dun porondu
SPEAKER_8-89|ජීනිවා හි මානව හිමිකම් කවුන්සිලයට සමගාමීව පැවැත්වෙන, රැස්වීම් කිහිපයකදීම, ත්‍රස්තවාදය වැලැක්වීමේ පනත යටතේ රිමාන්ඩ් බන්ධනාගාරගත කොට|jīnivā hi mānava himikam kavunsilayaṭa samagāmīva pævætvena ræsvīm kihipayakadīma trastavādaya vælækvīmē panata yaṭatē rimānḍ bandhanāgāragata koṭa
SPEAKER_8-90|කොහොමද යාලුවනෙ, ගොඩ දවසකට පස්සේ අද මන් කියන්න යන්නෙ, පොඩි සොෆ්ට් වෙයා එකක් ගැන ඩෙමො තියනවනෙ|kohomadayāluvane goḍa davasakaṭa passē ada man kiyanna yanne poḍi sofṭ veyā ekak gæna ḍemo tiyanavane
SPEAKER_8-91|නැගෙනහිර යුරෝපයේ සාගත කාලේ අශ්ව මස් කොහොමත් කාල තිබෙනවා.|nægenahira yurōpayē sagata kālē aśva mas kohomat kāla tibenavā.
SPEAKER_8-92|මඩොල්‌ දූව වැනි නවකතා කියවා ඇත.|maḍol‌ dūva væni navakatā kiyavā æta.
SPEAKER_8-93|මෝසස්ගේ නීතියට අනුව ගසක එල්ලා මැරුණු කෙනෙකුගේ සිරුර, එදින රාත්‍රිය පුරා එසේ තිබෙන්නට නොහැරිය යුතුය.|mōsasgē nītiyaṭa anuva gasaka ellā mæruṇu kenekugē sirura edina rātriya purā esē tibennaṭa nohæriya yutuya.
SPEAKER_8-94|ඓතිහාසික තොරතුරු අතින් ද, එම ග‍්‍රන්ථය නිවැරදි විය යුතු යි.|aitihāsika toraturu atin da ema granthaya niværadi viya yutu yi.
SPEAKER_8-95|නමුත් එම ඉල්ලීම ඔවුන් ප්‍රතික්ෂේප කර තිබුණේ, කාර්යබහුලත්වය හේතුවක් වශයෙන් සඳහන් කරමිනි.|namut ema illīma ovun pratikşēpa kara tibuṇē kāryabahulatvaya hētuvak vaśayen saṉdahan karamini.
SPEAKER_8-96|ආචාර්ය ඉන්ද්‍රජිත් කුමාරස්වාමි නව මහ බැංකු අධිපති ලෙස|ācārya indrajit kumārasvāmi nava maha bæṁku adhipati lesa
SPEAKER_8-97|ඌ කොහොම හිත හදාගෙන ගියාද මන්දා, අර අක්කාගේ කොලුවව බලන්න, ඒකිත් එක්ක.|ū kohoma hita hadāgena giyāda mandā ara akkāgē koluvava balanna ēkit ekka.
SPEAKER_8-98|එක දවසක් මම අහම්බෙන් වගේ මගේ බයික් එකේ නැගල ඔය පැත්තෙන් ගියා.|eka davasak mama ahamben vagē magē bayik ekē nægala oya pætten giyā.
SPEAKER_8-99|මේ අතර අධිකරණ නියෝගයෙන් අනතුරුව, ජනාධිපති මෛත්‍රීපාල සිරිසේන සහ, ආණ්ඩු පක්ෂයේ මන්ත්‍රීවරුන් පිරිසක් අතර, විශේෂ සාකච්ඡාවක්|mē atara abhiyācanādhikaraṇa niyōgayen anaturuva janādhipati maitrīpāla sirisēna saha āṇḍu pakşayē mantrīvarun pirisak atara viśēşa sākacchāvak
SPEAKER_8-100|ඒ වගේම මුහුණේ තෙතමනය, නියම ගානට පවත්වා ගෙන, එහි අඩංගු ලැක්ටික් ඇසිඩ් මගින් මුහුණට නව පෙනුමක්|ē vagēma muhuṇē tetamanaya niyama gānaṭa pavatvā gena ehi aḍaṁgu lækṭik æsiḍ magin muhuṇaṭa nava penumak|missed
Chunk 4 end|2.48
SPEAKER_8-101|අනාගතවක්තෘ නාතාන්ගේ පොතට සිදු වූයේ කුමක්ද? අභියාගේ අනාගත වාක්‍ය අද බයිබලයේ නොමැත්තේ මන්ද? ඉද්දෝ ලියූ දර්ශනයට|anāgatavaktṛ nātāngē potaṭa sidu vūyē kumakda? abhiyāgē anāgata vākya ada bayibalayē nomættē manda? iddō liyū darśanayaṭa
SPEAKER_8-102|අපි යද්දී ආසන්න පාසලක ළමයි පිරිසකුත් කුමන නරඹන්න ඇවිත් හිටියා, එයාල පාර්ක්‌ එක ඇතුලට ගියේ කුලියට|api yaddī āsanna pāsalaka ḷamayi pirisakut kumana narambanna ævit hiṭiyā, eyāla pārk‌ eka ætulaṭa giyē kuliyaṭa|case
SPEAKER_8-103|එදාටත් ඔවුන් යුද්ධයට විපක්ෂ වේවි ද? මොවුන් යුද්ධයට විරුද්ධ වන්නේ ඉතා ම වියුක්තව.|edāṭat ovun yuddhayaṭa vipakşa vēvi da? movun yuddhayaṭa viruddha vannē itā ma viyuktava.
SPEAKER_8-104|උන්ගෙ ගෙවල් දේවගමට ගොඩාක් දුරයි.|unge geval dēvagamaṭa goḍāk durayi.
SPEAKER_8-105|ඒ එච් එම් එම් යනු සුදුසු පරිහරණය, ​​ප්රමිති රැකවරණය, අධ්‍යාපනය, පුහුණුව, සහතික කිරීම සහ පිළිගැනුම සඳහා කැප වූ වෘත්තීය|ē ec em em yanu sudusu pariharaṇaya, ​​pramiti rækavaraṇaya, adhyāpanaya, puhuṇuva, sahatika kirīma saha piḷigænuma saṉdahā kæpa vū vṛttīya
SPEAKER_8-106|ඒ, සිය වගාවන් සදහා නිසි මිළක් ලබාදෙන ලෙසට ආණ්ඩුවට බලකරමින්.|ē, siya vagāvan sadahā nisi miḷak labādena lesaṭa āṇḍuvaṭa balakaramin.
SPEAKER_8-107|ලෝකයට ආදර්ශයක් කොහොම වෙතත් බූරුවො දෙන්නෙක් එක්ක රටක් ආන්ඩු කරන එකම රට ශ්‍රී ලංකාව|lōkayaṭa ādarśayak kohoma vetat būruvo dennek ekka raṭak ānḍu karana ekama raṭa śrī laṁkāva
SPEAKER_8-108|ඉතිං මිනිස්සු තව ජනප්‍රිය උනා|itiṁ minissu tava janapriya unā
SPEAKER_8-109|ඒ විතරක් නෙමෙයි අපි බලපු පැරණි චිත්‍රපටි හෝ පැරණි ආකාරයෙන් පසුතල යොදාගෙන ඇති චිත්‍රපටි ආදියෙත් මෙයට|ē vitarak nemeyi api balapu pæraṇi citrapaṭi hō pæraṇi ākārayen pasutala yodāgena æti citrapaṭi ādiyet meyaṭa
SPEAKER_8-110|බලා පොරොත්තු උන ආදරය ලබන්න බැරි උනාම සමහර අය තවත් ආදරයක් පතන්නේ නෑ නේද ජීවිතේ?|balā porottu una ādaraya labanna bæri unāma samahara aya tavat ādarayak patannē nǣ nēda jīvitē?
SPEAKER_8-111|ජනාධිපතිවරයා කඩිමුඩියේ මහනුවරට ගොස් මහා නායක හිමිවරුන් බැහැදුටු අතර, පස්වන දා පාර්ලිමේන්තුවට ඉදිකිරීම සඳහා න්‍යාය පුස්තකයට|janādhipativarayā kaḍimuḍiyē mahanuvaraṭa gos mahā nāyaka himivarun bæhæduṭu atara, pasvana dā pārlimēntuvaṭa idikirīma saṉdahā nyāya pustakayaṭa
SPEAKER_8-112|ඔබ වහන්සේගේ ඇස්‌ ඉරු එළියට අඳුරු වී ගියා විය යුතු යි.|oba vahansēgē æs‌ iru eḷiyaṭa aṉduru vī giyā viya yutu yi.
SPEAKER_8-113|එතනින් පස්සෙ උසස් පෙළට විවිධ විෂය ධාරාවන් යටතෙ අපි විසිරුනා.|etanin passe usas peḷaṭa vividha vişaya dhārāvan yaṭate api visirunā.
SPEAKER_8-114|හෘදය සාක්ෂියෙන් ගැලවෙන්න පුලුවන්ද? තාජුදීන්ගේ මරණ අභිරහස දැන් කාලයක ඉදන් ප්‍රවෘත්ති වල පෙරලි කරනවා|hṛdaya sākşiyen gælavenna puluvanda? tājudīngē maraṇa abhirahasa dæn kālayaka idan pravṛtti vala perali karanavā|case
SPEAKER_8-115|සියලු ම වර්ගවල වර්ණවත්‌ පොත්‌ පේළිවලින්‌ ඒවා පුරවා තිබිණ.|siyalu ma vargavala varṇavat‌ pot‌ pēḷivalin‌ ēvā puravā tibiṇa.
SPEAKER_8-116|පෙර දිනයක මා පෙම්කල යුවතිය මා පුතු නලවනවා.|pera dinayaka mā pemkala yuvatiya mā putu nalavanavā.
SPEAKER_8-117|"රැයත් දවාලත් ""කෙටි චිත්‍රපටයෙන් ""හන්තානෙ කථාව"" ට එකතුවුනු මොහු ""අහස් ගව්ව"" හරහා ලාංකේය සිනමාව පුරාම රස්තියාදුගැසුවේය."|ræyat davālat  keṭi citrapaṭayen  hantāne kathāva  ṭa ekatuvunu mohu  ahas gavva  harahā lāṁkēya sinamāva purāma rastiyādugæsuvēya.
SPEAKER_8-118|ක්‍රිස්තු වර්ෂ පළමුවන සියවසේ යුදෙව් චිත්‍රකලාවල රූප ඇත්තේ නැති තරම්ය.|kristu varşa paḷamuvana siyavasē yudev vitrakalāvala rūpa ættē næti taramya.
SPEAKER_8-119|ගෙදරින් අකමැති වීමයි මාව අයින් කරපු එකයි අතරේ සම්බන්දෙ මොකක්ද කියලා මට කියනවද?|gedarin akamæti vīmayi māva ayin karapu ekayi atarē sambande mokakda kiyalā maṭa kiyanavada?
SPEAKER_8-120|මෙයාලම නේ පොඩි උන් යන එන නිදහස් චතුරස්සරේ තොල දාන්න දෙන්නේ නැතෙයි කියාලා අර සික්කා මරාගෙන|meyālama nē poḍi un yana ena nidahas caturassarē tola dānna dennē næteyi kiyālā ara sikkā marāgena
SPEAKER_8-121|මැරියන් නෝනා තමයි අපේ පන්තියට රසම රස බත් එක එවන්නේ.|mæriyan nōnā tamayi apē pantiyaṭa rasama rasa bat eka evannē.
SPEAKER_8-122|අනික මහා ගංවතුර ගැන සඳහන් නොවුනත් ජනප්‍රවාදයේ එන මහාසම්මත රජු, තෝරා පත්කර ගැනීම සහ හින්දු මනු|anika mahā gaṁvatura gæna saṉdahan novunat janapravādayē ena mahāsammata raju tōrā patkara gænīma saha hindu manu
SPEAKER_8-123|මම දැකල තියෙනවනේ අම්මල උයන හැටි, මට පුළුවන් වෙයි, හොඳයි එහෙනම් හාල්|mama dækala tiyenavanē ammala uyana hæṭi, maṭa puḷuvan veyi hoṉdayi ehenam hāl
SPEAKER_8-124|කෙසේ වෙතත් ප්‍රහාරය එල්ල කර ඇත්තේ කිනම් පාර්ශවයක් විසින් ද යන්න සම්බන්ධයෙන් මෙතෙක් හෙළිදරව් වී නොමැත.|kesē vetat prahāraya ella kara ættē kinam pārśavayak visin da yanna sambandhayen metek heḷidarav vī nomæta.
SPEAKER_8-125|මේ වගෙ අනෝරා වැහි වහින දවසට මට තියනවනෙ විශේෂ රාජකාරියක්.|mē vage anōrā væhi vahina davasaṭa maṭa tiyanavane viśēşa rājakāriyak.
Chunk 5 end|2.41
SPEAKER_8-126|ඇවිදින විට, වාඩි වී සිටින විට, විවේකීව සිටින විට|ævidina viṭa, vāḍi vī siṭina viṭa, vivēkīva siṭina viṭa
SPEAKER_8-127|ක්ෂුද්‍ර ජීවී විද්‍යාවට අනුව පෘථිවිය මත ජලය ඇති ස්ථාන නිරූපණය කෙරෙන ප්‍රස්තාරිත ව්‍යාප්ති|kşudra jīvī vidyāvaṭa anuva pṛthiviya mata jalaya æti sthāna nirūpaṇaya kerena prastārita vyāpti
SPEAKER_8-128|රාජපක්ෂ කෞතුකාගාරය ඉදිකිරිමේ දී රාජ්‍ය මුදල් අවභාවිතා කළැයි කියන සිද්ධියට සම්බන්ධ නඩුවට පෙනී සිටීමට සඳහා හිටපු|rājapakşa kautukāgāraya idikirimē dī rājya mudal avabhāvitā kaḷæyi kiyana siddhiyaṭa sambandha naḍuvaṭa penī siṭīmaṭa saṉdahā hiṭapu
SPEAKER_8-129|සමාජ මාධ්‍ය තහනම ගැන පුළුල් විග්‍රහයක් කරමින් නවීන් දිසානායක මහතා කියා සිටියේ, මේ පිළිබඳව තව දුරටත්|samāja mādhya tahanama gæna puḷul vigrahayak karamin navīn disānāyaka mahatā kiyā siṭiyē, mē piḷidava tava duraṭat
SPEAKER_8-130|ඉතින්, විශාල වරදක් සිදු වුනු විටකදී, පිටත ලෝකයට කෙලෙස පෙනී සිටියත්, ඔබේ සිතෙන් ඔබට ගැලවෙන්නට පුළුවන්ද?|itin, viśāla varadak sidu vunu viṭakadī, piṭata lōkayaṭa kelesa penī siṭiyat, obē siten obaṭa gælavennaṭa puḷuvanda?
SPEAKER_8-131|ෆීලික්ස් පෙරේරා මහතා සමාජසේවා ඇමතිව සිටි සමයේදී මෙම රථය රතු කුරුස සංවිධානයෙන් එම අමාත්‍යාංශය වෙත ලබාගෙන|fīliks perērā mahatā samājasēvā æmativa siṭi samayēdī mema rathaya ratu kurusa saṁvidhānayen ema amātyāṁśaya veta labāgena
SPEAKER_8-132|සුබ පැතුම්! සුදාරකගේ අන්තර්ජාල සටහන රුහුණු විශ්ව විද්‍යාලයේ තාක්ෂනික විද්‍යා පීඨය විවෘත කිරිම සදහා.|suba pætum  sudārakagē antarjāla saṭahana ruhuṇu viśva vidyālayē tākşanika vidyā pīṭhaya vivṛta kirima sadahā.
SPEAKER_8-133|මේ දින වනවිට එම මාර්ගයේ බොහෝ ස්ථාන ඉරි තැලීම් හා ගිලාබැසීම් වලට ලක්වෙමින් වලවල් හෑරීම නිසා|mē dinavaṭa ema mārgayē bohō sthāna iri tælīm hā gilābæsīm valaṭa lakvemin valaval hǣrīma nisā
SPEAKER_8-134|සභාපතිවරයාගේ පසුපසින් සිටින්නේ කායවර්ධන සංගමයෙන් ඉවත්කළ චන්දන අලුත්ගේ මහතායි.|sabhāpativarayāgē pasupasin siṭinnē kāyavardhana saṁgamayen ivatkaḷa candana alutgē mahatāyi.
SPEAKER_8-135|ඉතිරි පෙදෙස් අතහැර දැමීමෙන් පසුව තවදුරටත් රුසියාව සතු වූ ඇලස්කාව කොයි වෙලාවක හෝ බ්‍රිතාන්‍යය විසින් පහසුවෙන්|itiri pedes atahæra dæmīmen pasuva tavaduraṭat rusiyāva satu vū ælaskāva koyi velāvaka hō britānyaya visin pahasuven
SPEAKER_8-136|රස්තියාදු ගැසීම, චිත්‍රපටි බැලීම, අපේ හෝටල්, මුස්ලිම් හෝටලයේ සුප් එක, තෝසෙ කඩේ, ගුළි කාරයෝ සහ තෙල්|rastiyādu gæsīma, citrapaṭi bælīma, apē hōṭal, muslim hōṭalayē sup eka, tōse kaḍē, guḷi kārayō saha tel
SPEAKER_8-137|කවියනම් මල් මචෝ, අඩේ ඉතින් රටේ ලෝකෙ වෙන දේවල් නේ බන් කොළොම්පුරේ|kaviyanam mal macō, aḍē itin raṭē lōke vena dēval nē ban koḷompure්
SPEAKER_8-138|අනික පුංචි පුංචි රෑපවලින් මේ දැවැන්ත ක්‍රියාවලින් පැහැදිලි වෙන රෑප දාන්නත් බෑ.|anika puṁci puṁci rǣpavalin mē dævænta kriyāvalin pæhædili vena rǣpa dānnat bǣ.
SPEAKER_8-139|කතා කරනවා කිව්වට, රෝහිණි මගෙන් අහනවා අපේ ගෙදර විස්තර.|katā karanavā kivvaṭa, rōhiṇi magen ahanavā apē gedara vistara.
SPEAKER_8-140|ආර් ඒ චන්ද්‍රසේන , වික්ටර් රත්නායක |ār ē candrasēna , vikṭar ratnāyaka
SPEAKER_8-141|ඉඩම්වල අයිතිය ඒ තරම් පැරණි කාලයක්, එනම් නව පාෂාණ යුගය තෙක් දිව යාම විස්මයට කරුණක්.|iḍamvala ayitiya ē taram pæraṇi kālayak, enam nava pāşāṇa yugaya tek diva yāma vismayaṭa karuṇak.
SPEAKER_8-142|'මොකද පොඩ්ඩියේ ඔය හිනාව' ලොක්කි දෙතුන්පාරක්ම අහනකල් මම හිනා උනා.|'mokada poḍḍiyē oya hināva' lokki detunpārakma ahanakal mama hinā unā.
SPEAKER_8-143|ඉන් පසුව මෙකී පරීක්‍ෂණයේ ප්‍රතිඵල සාමාන්‍ය පරිදි දැනුම් දීමටද|in pasuva mekī parīkşaṇayē pratiphala sāmānya paridi dænum dīmaṭada
SPEAKER_8-144|දෙදහස් පහලවේ දී මෙවැනි සිංහ පැටියකුගේ මළ සිරුරක්, මාධ්‍යයට අනාවරණය කරමින්, ආචාර්ය ප්‍රොටොපෝපොව් කීවේ, අද වෙසෙන සිංහයන්ගේ|dedahas pahalavē dī mevæni siṁha pæṭiyakugē maḷa sirurak mādhyayaṭa anāvaraṇaya karamin ācārya proṭopōpov kīvē ada vesena siṁhayangē
SPEAKER_8-145|අලිය කොච්චර ලොකු උනත්, සමහර වෙලාවට අලින්ටත් වෙඩි තියල දානවනේ.|aliya koccara loku unat, samahara velāvaṭa alinṭat veḍi tiyala dānavanē.
SPEAKER_8-146|රජය සහ සමාජ ජාලා සේවාවන් මෙන්ම, සමාජ ජාලා භාවිතා කරන ප්‍රජාව ද, සමාජ හා ආරක්ෂක ස්ථායීභාවයක්|rajaya saha samāja jālā sēvāvan menma samāja jālā bhāvitā karana prajāva da samāja hā ārakşaka sthāyībhāvayak
SPEAKER_8-147|මෙම සම්මානය, ප්‍රවීන නිළි වූ, රීටා ඩොමිනික් හා, සංගීතය, නිෂ්පාදකයා හා රැප්, එඩී දොන් මගින්, සත්කාරකත්වය|mema sammānaya pravīna niḷi vū rīṭā ḍominik hā saṁgītaya, nişpādakayā hā ræp eḍī don magin satkārakatvaya
SPEAKER_8-148|මහ සභා රැස්වීමකදී තීරණය කළද, එදින සම්මත කරගත්|maha sabhā ræsvīmakadī tīraṇaya kaḷada edina sammata karagat
SPEAKER_8-149|උසස් පෙළ කරන්න මධ්‍ය මහා විද්‍යාලයකට ගියා විතරයි, හිච් එකක් ඇමිණුනා.|usas peḷa karanna madhya mahā vidyālayakaṭa giyā vitarayi, hic ekak æmiṇunā.
SPEAKER_8-150|පින්න මල් පොකුරක් වගෙ හිනාවේගන එයා අපි ලඟට ආවා.|pinna mal pokurak vage hināvēgana eyā api laṉgaṭa āvā.
Chunk 6 end|3.13
SPEAKER_8-151|මෑතකදී එනම් දෙදහස් අට වසරේදී ලෝක ආහාර මිල ඉහල යාම එම වසරේම ආරම්භ වූ ගෝලීය ආර්ථික අර්බුදය|mǣtakadī enam dedahas aṭa vasarēdī lōka āhāra mila ihala yāma ema vasarēma ārambha vū gōlīya ārthika arbudaya
SPEAKER_8-152|ආණ්ඩුක්‍රම ව්‍යවස්ථාව සංශෝධනය කිරීම හෝ අහෝසි කිරීම කළ හැක්කේ හැත්තෑපස්වැනි වගන්තියකට අනුව නොව ව්‍යවස්ථාවේ|āṇḍukrama vyavasthāva saṁśōdhanaya kirīma hō ahōsi kirīma kaḷa hækkē hættǣpasvæni vagantiyakaṭa anuva nova vyavasthāvē
SPEAKER_8-153|මාස එකයි දවස් දහය කින් වගේ ඒ ආදායම අරන් තියෙන්නෙ.|māsa ekayi davas dahaya kin vagē ē ādāyama aran tiyenne.
SPEAKER_8-154|උන්ට කොන්ද කෙලිහෙන් තියාගෙන කෑගහන්නවත් පුළුවන් බං,දැන් ඉන්න උන්ට එහෙමවත් බෑ.|unṭa konda kelihen tiyāgena kǣgahannavat puḷuvan baṁ,dæn inna unṭa ehemavat bǣ.
SPEAKER_8-155|බණ්ඩාරනායක ශ්‍රීමතාණන්ගේ පනස් නවය වැනි ගුණ සමරුව හෙට.|baṇḍāranāyaka śrīmatāṇangē panas navaya væni guṇa samaruva heṭa.
SPEAKER_8-156|පිවිතුර හෙල උරුමයේ නායක ඇමති උදය ගම්මන්පිල මහතා එම පක්‍ෂ මූලස්ථානයේදී පැවති මාධ්‍ය හමුවක් අමතමින්|pivitura hela urumayē nāyaka æmati udaya gammanpila mahatā ema pakşa mūlasthānayēdī pævati mādhya hamuvak amatamin
SPEAKER_8-157|අපේ රටට ගැලපෙන පුවරුවක් මා නිර්මාණය කළා ඔබට මතක ඇති.|apē raṭaṭa gælapena puvaruvak mā nirmāṇaya kaḷā obaṭa mataka æti.
SPEAKER_8-158|එනම් මෙවැනි ප්‍රතිචාර දැක්වීම තුලින් එක් පසෙකින් ශ්‍රී ලාංකීය මුස්ලීම් සමාජය පිලිබදව ඔවුන් දරණ ආකල්පය මනාව|enam mevæni praticāra dækvīma tulin ek pasekin śrī lāṁkīya muslīm samājaya pilibadava ovun daraṇa ākalpaya manāva
SPEAKER_8-159|පැමිණිලිකරුගේ කාර්යාලයට පැමිණි ජෝසප් පිල්ලේ නමැත්තා තමා කොටි සාමාජිකයකු ලෙස ඇඟවීම තුළින් ඔහු කිසියම් තර්ජනයක් සිදුකිරීමට|pæmiṇilikarugē kāryālayaṭa pæmiṇi jōsap pillē namættā tamā koṭi sāmājikayaku lesa æṉgavīma tuḷin ohu kisiyam tarjanayak sidukirīmaṭa
SPEAKER_8-160|අවම කාලයකින් අවසන් වුන ක්‍රිකට් තරඟය ගැන ඔබ අසා තිබෙනවාද? මෙම තරඟය පවත්වලා තිබෙන්නෙ එක්දහස් නවසිය තිස්දෙකේ දී|avama kālayakin avasan vuna krikaṭ taraṉgaya gæna oba asā tibenavāda? mema taraṉgaya pavatvalā tibenne ekdahas navasiya tisdekē dī
SPEAKER_8-161|මේ දවස් වෙද්දී ඔය බම්බලපිටිය හරියේ තියෙන ඔය රෙදි කඩේ ඉන්න සෙනග සහ ඒකෙ වාහන පාර්ක්‌|mē davas veddī oya bambalapiṭiya hariyē tiyena oya redi kaḍē inna senaga saha ēke vāhana pārk‌|case
SPEAKER_8-162|බෝනස් සැතපුම් එක්කරගත් විට නොමිලේ හෝ සුලු මුදලක් ගෙවා තවත් ගුවන් ගමනකට සැරසුන හැකියි.|bōnas sætapum ekkaragat viṭa nomilē hō sulu mudalak gevā tavat guvan gamanakaṭa særasuna hækiyi.
SPEAKER_8-163|අබේරත්න මහතා අදහස් දක්වමින් ඉල්ලා සිටියේ 'අහන්න' වැඩසටහන පාසල් දරුවන් වෙනුවෙන් ද පවත්වන ලෙසයි.|abēratna mahatā adahas dakvamin illā siṭiyē 'ahanna' væḍasaṭahana pāsal daruvan venuven da pavatvana lesayi.
SPEAKER_8-164|ඔයාට ඕන ඕන විදිහට මගේ එකේ දත්ත ඇතුළත් කරන්න බෑ|oyāṭa ōna ōna vidihaṭa magē ekē datta ætuḷat karanna bǣ
